ID,location,profile_HWD,household_size,heater_type,has_solar,control_type,tariff_type,new_system,old_heater,ID,net_present_cost,payback_period,LCOHW,capital_cost,annual_energy_cost,daily_supply_cost,oandm_cost,others_cost,rebates,disconnection_costs,solar_ratio_real,annual_fit_opp_cost,emissions_total,annual_energy_consumption
1961,860,6,4,standard_heat_pump,TRUE,CL3,CL,TRUE,none,1961,5220.613102,,0.350242939,2299,267.6909757,0,200,,0,0,0.006070064,0.580621042,0.747567831,1025.221928
1962,860,6,4,standard_heat_pump,TRUE,timer_SS,flat,TRUE,none,1962,3834.347973,,0.257241618,2299,45.77805698,0,200,,0,0,0.830838061,73.02217301,0.703112866,962.6481743
1963,860,6,4,premium_heat_pump,FALSE,GS,flat,TRUE,none,1963,7904.122415,,0.530273262,5467,190.1338474,0,200,,0,0,0,0,0.493972149,676.3512966
1964,860,6,4,premium_heat_pump,FALSE,GS,tou,TRUE,none,1964,7871.331869,,0.528073403,5467,184.8847463,0,200,,0,0,0,0,0.493972149,676.3512966
1965,860,6,4,premium_heat_pump,FALSE,CL1,CL,TRUE,none,1965,7745.478351,,0.519630765,5467,164.7381517,0,200,,0,0,0,0,0.457383089,627.0961238
1966,860,6,4,premium_heat_pump,FALSE,CL2,CL,TRUE,none,1966,7799.411976,,0.523248031,5467,173.3718308,0,200,,0,0,0,0,0.482096822,659.9612898
1967,860,6,4,premium_heat_pump,FALSE,timer_OP,tou,TRUE,none,1967,7725.986297,,0.518320014,5467,161.6178694,0,200,,0,0,0,0,0.46649614,639.0633303
1968,860,6,4,premium_heat_pump,FALSE,CL3,CL,TRUE,none,1968,7754.577754,,0.520241531,5467,166.1947815,0,200,,0,0,0,0,0.461383754,632.640965
1969,860,6,4,premium_heat_pump,TRUE,GS,flat,TRUE,none,1969,7686.374595,,0.515664955,5467,155.2768398,0,200,,0,0,0.183328787,11.32071274,0.493972149,676.3512966
1970,860,6,4,premium_heat_pump,TRUE,GS,tou,TRUE,none,1970,7617.675017,,0.511056024,5467,144.2794313,0,200,,0,0,0.183328787,11.32071274,0.493972149,676.3512966
1971,860,6,4,premium_heat_pump,TRUE,CL1,CL,TRUE,none,1971,7745.478351,,0.519630765,5467,164.7381517,0,200,,0,0,0,0,0.457383089,627.0961238
1972,860,6,4,premium_heat_pump,TRUE,CL2,CL,TRUE,none,1972,7636.574522,,0.512323569,5467,147.3048585,0,200,,0,0,0.150352985,9.257893113,0.482096822,659.9612898
1973,860,6,4,premium_heat_pump,TRUE,CL3,CL,TRUE,none,1973,7737.681651,,0.519108,5467,163.4900583,0,200,,0,0,0.016274417,0.960604026,0.461383754,632.640965
1974,860,6,4,premium_heat_pump,TRUE,timer_SS,flat,TRUE,none,1974,6904.958023,,0.463244804,5467,30.18790207,0,200,,0,0,0.822834447,45.5354656,0.442484076,606.1310603
1975,860,6,5,resistive,FALSE,GS,flat,TRUE,none,1975,8157.88286,,0.437842463,1880,804.9616625,0,200,,0,0,0,0,2.09294335,2863.44
1976,860,6,5,resistive,FALSE,GS,tou,TRUE,none,1976,8207.65042,,0.440513542,1880,812.9284389,0,200,,0,0,0,0,2.09294335,2863.44
1977,860,6,5,resistive,FALSE,CL1,CL,TRUE,none,1977,7623.150851,,0.409142741,1880,719.361918,0,200,,0,0,0,0,1.996051046,2738.34
1978,860,6,5,resistive,FALSE,CL2,CL,TRUE,none,1978,7800.089666,,0.418639185,1880,747.686232,0,200,,0,0,0,0,2.07895372,2846.16
1979,860,6,5,resistive,FALSE,timer_OP,tou,TRUE,none,1979,7490.195908,,0.40200663,1880,698.0785294,0,200,,0,0,0,0,2.008723513,2753.46
1980,860,6,5,resistive,FALSE,CL3,CL,TRUE,none,1980,7751.35026,,0.416023245,1880,739.884042,0,200,,0,0,0,0,2.053037374,2816.46
1981,860,6,5,resistive,TRUE,GS,flat,TRUE,none,1981,7424.096993,,0.398459376,1880,687.4974343,0,200,,0,0,0.145925245,38.14953927,2.09294335,2863.44
1982,860,6,5,resistive,TRUE,GS,tou,TRUE,none,1982,7346.003053,,0.394267989,1880,674.9961791,0,200,,0,0,0.145925245,38.14953927,2.09294335,2863.44
1983,860,6,5,resistive,TRUE,CL1,CL,TRUE,none,1983,7623.150851,,0.409142741,1880,719.361918,0,200,,0,0,0,0,1.996051046,2738.34
1984,860,6,5,resistive,TRUE,CL2,CL,TRUE,none,1984,7205.217142,,0.386711738,1880,652.4592114,0,200,,0,0,0.127362277,33.8206358,2.07895372,2846.16
1985,860,6,5,resistive,TRUE,CL3,CL,TRUE,none,1985,7003.548348,,0.375887918,1880,620.1761295,0,200,,0,0,0.161792802,42.5152198,2.053037374,2816.46
1986,860,6,5,resistive,TRUE,timer_SS,flat,TRUE,none,1986,5328.514906,,0.285987102,1880,352.0372632,0,200,,0,0,0.531002263,129.4487704,1.950769051,2670.12
1987,860,6,5,resistive,TRUE,diverter,tou,TRUE,none,1987,7173.708833,,0.385020925,2980,471.3276903,0,200,,0,0,0.338617229,87.03999391,2.053422206,2815.392976
1988,860,6,5,resistive,TRUE,diverter,CL,TRUE,none,1988,7285.112566,,0.391000087,2980,489.1611675,0,200,,0,0,0.338617229,88.94667505,2.053422206,2815.392976
1989,860,6,5,solar_thermal,FALSE,GS,flat,TRUE,none,1989,9468.309735,,0.514126214,7160,169.513551,0,200,,0,0,0.352720913,0,0.442123257,603
1990,860,6,5,solar_thermal,FALSE,GS,tou,TRUE,none,1990,9648.023019,,0.523884588,7160,198.2820013,0,200,,0,0,0.352720913,0,0.442123257,603
1991,860,6,5,gas_instant,FALSE,GS,gas,TRUE,none,1991,7267.76043,,0.228648677,1322,751.7956005,0,200,,0,0,0,0,0.669528774,4736.486292
1992,860,6,5,gas_storage,FALSE,GS,gas,TRUE,none,1992,8527.6728,,0.457689054,1885,863.35713,0,200,,0,0,0,0,0.768886187,3650.25
1993,860,6,5,standard_heat_pump,FALSE,GS,flat,TRUE,none,1993,5824.710772,,0.312616009,2299,364.3947549,0,200,,0,0,0,0,0.946649826,1296.238772
1994,860,6,5,standard_heat_pump,FALSE,GS,tou,TRUE,none,1994,5772.228039,,0.309799226,2299,355.9933343,0,200,,0,0,0,0,0.946649826,1296.238772
1995,860,6,5,standard_heat_pump,FALSE,CL1,CL,TRUE,none,1995,5418.962235,,0.290840198,2299,299.4426473,0,200,,0,0,0,0,0.831147122,1139.865425
1996,860,6,5,standard_heat_pump,FALSE,CL2,CL,TRUE,none,1996,5584.386615,,0.29971791,2299,325.9237339,0,200,,0,0,0,0,0.905704081,1240.668953
1997,860,6,5,standard_heat_pump,FALSE,timer_OP,tou,TRUE,none,1997,5361.276312,,0.287742859,2299,290.2083014,0,200,,0,0,0,0,0.837506726,1147.780644
1998,860,6,5,standard_heat_pump,FALSE,CL3,CL,TRUE,none,1998,5441.2952,,0.292038919,2299,303.0177018,0,200,,0,0,0,0,0.841178137,1153.474312
1999,860,6,5,standard_heat_pump,TRUE,GS,flat,TRUE,none,1999,5392.418652,,0.28941461,2299,295.1935582,0,200,,0,0,0.189907225,22.47487438,0.946649826,1296.238772
2000,860,6,5,standard_heat_pump,TRUE,GS,tou,TRUE,none,2000,5266.71869,,0.282668211,2299,275.0715448,0,200,,0,0,0.189907225,22.47487438,0.946649826,1296.238772
2001,860,6,5,standard_heat_pump,TRUE,CL1,CL,TRUE,none,2001,5418.962235,,0.290840198,2299,299.4426473,0,200,,0,0,0,0,0.831147122,1139.865425
2002,860,6,5,standard_heat_pump,TRUE,CL2,CL,TRUE,none,2002,5311.629947,,0.28507887,2299,282.2609258,0,200,,0,0,0.133966335,15.50719451,0.905704081,1240.668953
2003,860,6,5,standard_heat_pump,TRUE,CL3,CL,TRUE,none,2003,5408.454799,,0.290276347,2299,297.7606199,0,200,,0,0,0.017349092,1.867094555,0.841178137,1153.474312
2004,860,6,5,standard_heat_pump,TRUE,timer_SS,flat,TRUE,none,2004,3848.289319,,0.206542656,2299,48.00978365,0,200,,0,0,0.840344508,82.07046996,0.78115915,1069.692071
2005,860,6,5,premium_heat_pump,FALSE,GS,flat,TRUE,none,2005,8474.796133,,0.45484715,5750,236.1845725,0,200,,0,0,0,0,0.613977763,840.1646735
2006,860,6,5,premium_heat_pump,FALSE,GS,tou,TRUE,none,2006,8422.812554,,0.452057161,5750,227.8630563,0,200,,0,0,0,0,0.613977763,840.1646735
2007,860,6,5,premium_heat_pump,FALSE,CL1,CL,TRUE,none,2007,8291.214992,,0.444995607,5750,206.7969568,0,200,,0,0,0,0,0.573678382,787.1981606
2008,860,6,5,premium_heat_pump,FALSE,CL2,CL,TRUE,none,2008,8338.192087,,0.447515979,5750,214.3170366,0,200,,0,0,0,0,0.59623756,815.8242733
2009,860,6,5,premium_heat_pump,FALSE,timer_OP,tou,TRUE,none,2009,8261.595026,,0.443403573,5750,202.0554013,0,200,,0,0,0,0,0.583099671,799.133855
2010,860,6,5,premium_heat_pump,FALSE,CL3,CL,TRUE,none,2010,8296.879737,,0.445299835,5750,207.7037676,0,200,,0,0,0,0,0.576434935,790.6500479
2011,860,6,5,premium_heat_pump,TRUE,GS,flat,TRUE,none,2011,8237.703407,,0.442122248,5750,198.2308379,0,200,,0,0,0.160695232,12.32645472,0.613977763,840.1646735
2012,860,6,5,premium_heat_pump,TRUE,GS,tou,TRUE,none,2012,8146.389614,,0.437221384,5750,183.6133525,0,200,,0,0,0.160695232,12.32645472,0.613977763,840.1646735
2013,860,6,5,premium_heat_pump,TRUE,CL1,CL,TRUE,none,2013,8291.214992,,0.444995607,5750,206.7969568,0,200,,0,0,0,0,0.573678382,787.1981606
2014,860,6,5,premium_heat_pump,TRUE,CL2,CL,TRUE,none,2014,8205.757059,,0.440408109,5750,193.1168758,0,200,,0,0,0.098919625,7.529406172,0.59623756,815.8242733
2015,860,6,5,premium_heat_pump,TRUE,CL3,CL,TRUE,none,2015,8279.57336,,0.444370989,5750,204.9333678,0,200,,0,0,0.013338226,0.983929566,0.576434935,790.6500479
2016,860,6,5,premium_heat_pump,TRUE,timer_SS,flat,TRUE,none,2016,7214.666186,,0.387218266,5750,34.46333712,0,200,,0,0,0.837033389,57.48905155,0.549128108,752.2662607
2017,870,1,2,resistive,FALSE,GS,flat,TRUE,none,2017,5088.692816,,0.550220988,1100,438.508786,0,200,,0,0,0,0,1.139675908,1559.88
2018,870,1,2,resistive,FALSE,GS,tou,TRUE,none,2018,5411.031508,,0.585074244,1100,490.1086701,0,200,,0,0,0,0,1.139675908,1559.88
2019,870,1,2,resistive,FALSE,CL1,CL,TRUE,none,2019,4713.091097,,0.509604677,1100,378.382572,0,200,,0,0,0,0,1.051378146,1440.36
2020,870,1,2,resistive,FALSE,CL2,CL,TRUE,none,2020,4878.805079,,0.527526886,1100,404.910018,0,200,,0,0,0,0,1.126818643,1541.34
2021,870,1,2,resistive,FALSE,timer_OP,tou,TRUE,none,2021,4916.353231,,0.531588917,1100,410.9207153,0,200,,0,0,0,0,1.084124554,1484.64
2022,870,1,2,resistive,FALSE,CL3,CL,TRUE,none,2022,4834.201137,,0.522702932,1100,397.769832,0,200,,0,0,0,0,1.103761715,1514.16
2023,870,1,2,resistive,TRUE,GS,flat,TRUE,none,2023,4726.374459,,0.511044883,1100,380.5089687,0,200,,0,0,0.132266032,18.83693735,1.139675908,1559.88
2024,870,1,2,resistive,TRUE,GS,tou,TRUE,none,2024,4989.894166,,0.539538266,1100,422.6931268,0,200,,0,0,0.132266032,18.83693735,1.139675908,1559.88
2025,870,1,2,resistive,TRUE,CL1,CL,TRUE,none,2025,4712.502864,,0.509541075,1100,378.2884078,0,200,,0,0,0.00024886,0.033443173,1.051378146,1440.36
2026,870,1,2,resistive,TRUE,CL2,CL,TRUE,none,2026,4626.219616,,0.500215768,1100,364.4762105,0,200,,0,0,0.099858748,14.36038918,1.126818643,1541.34
2027,870,1,2,resistive,TRUE,CL3,CL,TRUE,none,2027,4126.493017,,0.446181269,1100,284.480122,0,200,,0,0,0.284812223,40.23574396,1.103761715,1514.16
2028,870,1,2,resistive,TRUE,timer_SS,flat,TRUE,none,2028,3621.593384,,0.391580463,1100,203.6559355,0,200,,0,0,0.498849888,65.83893359,1.055726428,1445.58
2029,870,1,2,resistive,TRUE,diverter,tou,TRUE,none,2029,4463.340215,,0.482595803,2200,162.3148433,0,200,,0,0,0.583945484,81.31750687,1.113094106,1525.249788
2030,870,1,2,resistive,TRUE,diverter,CL,TRUE,none,2030,4490.771411,,0.485561784,2200,166.7060212,0,200,,0,0,0.583945484,83.09883232,1.113094106,1525.249788
2031,870,1,2,solar_thermal,FALSE,GS,flat,TRUE,none,2031,8251.975231,,0.914350087,6500,80.4556854,0,200,,0,0,0.538791948,0,0.209857837,286.2
2032,870,1,2,solar_thermal,FALSE,GS,tou,TRUE,none,2032,8341.788945,,0.924301787,6500,94.8330387,0,200,,0,0,0.538791948,0,0.209857837,286.2
2033,870,1,2,gas_instant,FALSE,GS,gas,TRUE,none,2033,4499.074546,,0.345017687,1323,308.4250896,0,200,,0,0,0,0,0.274675021,2044.024331
2034,870,1,2,gas_storage,FALSE,GS,gas,TRUE,none,2034,6395.26127,,0.69148926,1705,550.81566,0,200,,0,0,0,0,0.490543876,2328.833333
2035,870,1,2,standard_heat_pump,FALSE,GS,flat,TRUE,none,2035,5359.249437,,0.579465409,2299,289.8838398,0,200,,0,0,0,0,0.753282861,1031.185734
2036,870,1,2,standard_heat_pump,FALSE,GS,tou,TRUE,none,2036,5473.16054,,0.591781974,2299,308.1186961,0,200,,0,0,0,0,0.753282861,1031.185734
2037,870,1,2,standard_heat_pump,FALSE,CL1,CL,TRUE,none,2037,5076.110264,,0.54885789,2299,244.5590034,0,200,,0,0,0,0,0.678867827,930.9440556
2038,870,1,2,standard_heat_pump,FALSE,CL2,CL,TRUE,none,2038,5213.358256,,0.563694673,2299,266.529622,0,200,,0,0,0,0,0.741116595,1014.577929
2039,870,1,2,standard_heat_pump,FALSE,timer_OP,tou,TRUE,none,2039,4988.308898,,0.539364276,2299,230.5037862,0,200,,0,0,0,0,0.665389783,911.5194476
2040,870,1,2,standard_heat_pump,FALSE,CL3,CL,TRUE,none,2040,5056.016586,,0.546684895,2299,241.3424133,0,200,,0,0,0,0,0.670345117,918.6997079
2041,870,1,2,standard_heat_pump,TRUE,GS,flat,TRUE,none,2041,4705.539779,,0.508783471,2299,185.238188,0,200,,0,0,0.360991671,33.98637583,0.753282861,1031.185734
2042,870,1,2,standard_heat_pump,TRUE,GS,tou,TRUE,none,2042,4707.719557,,0.509019159,2299,185.5871261,0,200,,0,0,0.360991671,33.98637583,0.753282861,1031.185734
2043,870,1,2,standard_heat_pump,TRUE,CL1,CL,TRUE,none,2043,5076.110264,,0.54885789,2299,244.5590034,0,200,,0,0,0,0,0.678867827,930.9440556
2044,870,1,2,standard_heat_pump,TRUE,CL2,CL,TRUE,none,2044,4737.75592,,0.512270142,2299,190.3953384,0,200,,0,0,0.285650365,27.03969801,0.741116595,1014.577929
2045,870,1,2,standard_heat_pump,TRUE,CL3,CL,TRUE,none,2045,4315.424816,,0.466607955,2299,122.7886982,0,200,,0,0,0.491226194,42.10529737,0.670345117,918.6997079
2046,870,1,2,standard_heat_pump,TRUE,timer_SS,flat,TRUE,none,2046,3858.667987,,0.417221106,2299,49.67119773,0,200,,0,0,0.804219538,66.2664295,0.658765043,902.5020015
2047,870,1,2,premium_heat_pump,FALSE,GS,flat,TRUE,none,2047,7539.650112,,0.815214274,5263,164.4454878,0,200,,0,0,0,0,0.427823399,584.9716943
2048,870,1,2,premium_heat_pump,FALSE,GS,tou,TRUE,none,2048,7616.482875,,0.823521711,5263,176.7448541,0,200,,0,0,0,0,0.427823399,584.9716943
2049,870,1,2,premium_heat_pump,FALSE,CL1,CL,TRUE,none,2049,7347.561722,,0.79446,5263,133.6960341,0,200,,0,0,0,0,0.37118171,508.9304687
2050,870,1,2,premium_heat_pump,FALSE,CL2,CL,TRUE,none,2050,7446.726228,,0.805175141,5263,149.5702596,0,200,,0,0,0,0,0.416024356,569.3576686
2051,870,1,2,premium_heat_pump,FALSE,timer_OP,tou,TRUE,none,2051,7299.06706,,0.789216379,5263,125.9330228,0,200,,0,0,0,0,0.36399247,497.9495592
2052,870,1,2,premium_heat_pump,FALSE,CL3,CL,TRUE,none,2052,7376.025574,,0.797536796,5263,138.2525193,0,200,,0,0,0,0,0.384228454,526.2752923
2053,870,1,2,premium_heat_pump,TRUE,GS,flat,TRUE,none,2053,7178.973111,,0.776216571,5263,106.7084184,0,200,,0,0,0.351101573,18.7516032,0.427823399,584.9716943
2054,870,1,2,premium_heat_pump,TRUE,GS,tou,TRUE,none,2054,7195.647356,,0.778019451,5263,109.3776267,0,200,,0,0,0.351101573,18.7516032,0.427823399,584.9716943
2055,870,1,2,premium_heat_pump,TRUE,CL1,CL,TRUE,none,2055,7347.561722,,0.79446,5263,133.6960341,0,200,,0,0,0,0,0.37118171,508.9304687
2056,870,1,2,premium_heat_pump,TRUE,CL2,CL,TRUE,none,2056,7210.327374,,0.779614582,5263,111.7275996,0,200,,0,0,0.253009255,13.44012246,0.416024356,569.3576686
2057,870,1,2,premium_heat_pump,TRUE,CL3,CL,TRUE,none,2057,7037.871072,,0.760973656,5263,84.12084506,0,200,,0,0,0.391542046,19.2252958,0.384228454,526.2752923
2058,870,1,2,premium_heat_pump,TRUE,timer_SS,flat,TRUE,none,2058,6699.492364,,0.724387034,5263,29.95327989,0,200,,0,0,0.791161414,36.85381116,0.372494121,510.2071386
2059,870,1,3,resistive,FALSE,GS,flat,TRUE,none,2059,6257.941068,,0.451109355,1210,608.072938,0,200,,0,0,0,0,1.580283088,2163.06
2060,870,1,3,resistive,FALSE,GS,tou,TRUE,none,2060,6715.593941,,0.484099677,1210,681.3338769,0,200,,0,0,0,0,1.580283088,2163.06
2061,870,1,3,resistive,FALSE,CL1,CL,TRUE,none,2061,5788.426734,,0.417254117,1210,532.91322,0,200,,0,0,0,0,1.479878183,2028.6
2062,870,1,3,resistive,FALSE,CL2,CL,TRUE,none,2062,5980.430456,,0.431104698,1210,563.64912,0,200,,0,0,0,0,1.568095288,2145.6
2063,870,1,3,resistive,FALSE,timer_OP,tou,TRUE,none,2063,6028.289605,,0.43455616,1210,571.3103986,0,200,,0,0,0,0,1.518942575,2078.28
2064,870,1,3,resistive,FALSE,CL3,CL,TRUE,none,2064,5931.100269,,0.427540067,1210,555.752358,0,200,,0,0,0,0,1.542963027,2115.54
2065,870,1,3,resistive,TRUE,GS,flat,TRUE,none,2065,5753.312906,,0.414732776,1210,527.2922086,0,200,,0,0,0.132847105,26.23562642,1.580283088,2163.06
2066,870,1,3,resistive,TRUE,GS,tou,TRUE,none,2066,6129.010524,,0.44181528,1210,587.4337741,0,200,,0,0,0.132847105,26.23562642,1.580283088,2163.06
2067,870,1,3,resistive,TRUE,CL1,CL,TRUE,none,2067,5787.414854,,0.417181176,1210,532.7512386,0,200,,0,0,0.000303955,0.05752899,1.479878183,2028.6
2068,870,1,3,resistive,TRUE,CL2,CL,TRUE,none,2068,5637.304606,,0.406370163,1210,508.7216338,0,200,,0,0,0.097449786,19.50793477,1.568095288,2145.6
2069,870,1,3,resistive,TRUE,CL3,CL,TRUE,none,2069,4924.813418,,0.355002439,1210,394.6662516,0,200,,0,0,0.289852313,57.21101532,1.542963027,2115.54
2070,870,1,3,resistive,TRUE,timer_SS,flat,TRUE,none,2070,4187.103401,,0.301818698,1210,276.5738465,0,200,,0,0,0.517413756,96.30699032,1.48846491,2038.68
2071,870,1,3,resistive,TRUE,diverter,tou,TRUE,none,2071,5021.396369,,0.361959382,2310,234.0395422,0,200,,0,0,0.568233743,110.258515,1.550445657,2125.271124
2072,870,1,3,resistive,TRUE,diverter,CL,TRUE,none,2072,5065.24531,,0.365120163,2310,241.0588679,0,200,,0,0,0.568233743,112.6738165,1.550445657,2125.271124
2073,870,1,3,solar_thermal,FALSE,GS,flat,TRUE,none,2073,8747.302599,,0.649273266,6500,159.7475464,0,200,,0,0,0.371924791,0,0.415919153,568.26
2074,870,1,3,solar_thermal,FALSE,GS,tou,TRUE,none,2074,8925.890103,,0.66252902,6500,188.3357822,0,200,,0,0,0.371924791,0,0.415919153,568.26
2075,870,1,3,gas_instant,FALSE,GS,gas,TRUE,none,2075,5462.423027,,0.279262256,1323,462.6376343,0,200,,0,0,0,0,0.412012531,3066.036496
2076,870,1,3,gas_storage,FALSE,GS,gas,TRUE,none,2076,7345.692625,,0.52950222,1705,702.960435,0,200,,0,0,0,0,0.626040545,2972.097222
2077,870,1,3,standard_heat_pump,FALSE,GS,flat,TRUE,none,2077,5765.005991,,0.415558562,2299,354.8372311,0,200,,0,0,0,0,0.921876008,1262.240388
2078,870,1,3,standard_heat_pump,FALSE,GS,tou,TRUE,none,2078,5909.20836,,0.425953092,2299,377.9211043,0,200,,0,0,0,0,0.921876008,1262.240388
2079,870,1,3,standard_heat_pump,FALSE,CL1,CL,TRUE,none,2079,5317.587527,,0.383310587,2299,283.2146134,0,200,,0,0,0,0,0.786042157,1078.09141
2080,870,1,3,standard_heat_pump,FALSE,CL2,CL,TRUE,none,2080,5613.415632,,0.404633664,2299,330.5706905,0,200,,0,0,0,0,0.919261601,1258.358167
2081,870,1,3,standard_heat_pump,FALSE,timer_OP,tou,TRUE,none,2081,5219.577291,,0.37624564,2299,267.5251633,0,200,,0,0,0,0,0.772034971,1057.811736
2082,870,1,3,standard_heat_pump,FALSE,CL3,CL,TRUE,none,2082,5465.056436,,0.393942033,2299,306.8213934,0,200,,0,0,0,0,0.852568241,1167.953534
2083,870,1,3,standard_heat_pump,TRUE,GS,flat,TRUE,none,2083,4971.605654,,0.358367936,2299,227.8299358,0,200,,0,0,0.357931142,41.24889658,0.921876008,1262.240388
2084,870,1,3,standard_heat_pump,TRUE,GS,tou,TRUE,none,2084,4978.924815,,0.358895522,2299,229.0015849,0,200,,0,0,0.357931142,41.24889658,0.921876008,1262.240388
2085,870,1,3,standard_heat_pump,TRUE,CL1,CL,TRUE,none,2085,5317.587527,,0.383310587,2299,283.2146134,0,200,,0,0,0,0,0.786042157,1078.09141
2086,870,1,3,standard_heat_pump,TRUE,CL2,CL,TRUE,none,2086,4981.877388,,0.359110288,2299,229.4742321,0,200,,0,0,0.305824023,35.90521345,0.919261601,1258.358167
2087,870,1,3,standard_heat_pump,TRUE,CL3,CL,TRUE,none,2087,4751.439918,,0.342501843,2299,192.5858689,0,200,,0,0,0.372319294,40.57165754,0.852568241,1167.953534
2088,870,1,3,standard_heat_pump,TRUE,timer_SS,flat,TRUE,none,2088,3873.759569,,0.279234072,2299,52.08705388,0,200,,0,0,0.820938935,77.55738429,0.755594129,1034.764503
2089,870,1,3,premium_heat_pump,FALSE,GS,flat,TRUE,none,2089,7781.15417,,0.560881695,5263,203.1053872,0,200,,0,0,0,0,0.527955234,722.4941473
2090,870,1,3,premium_heat_pump,FALSE,GS,tou,TRUE,none,2090,7864.927706,,0.566920265,5263,216.5158305,0,200,,0,0,0,0,0.527955234,722.4941473
2091,870,1,3,premium_heat_pump,FALSE,CL1,CL,TRUE,none,2091,7491.651092,,0.540023836,5263,156.7618187,0,200,,0,0,0,0,0.435234513,596.7332268
2092,870,1,3,premium_heat_pump,FALSE,CL2,CL,TRUE,none,2092,7692.095761,,0.554467839,5263,188.8489429,0,200,,0,0,0,0,0.524878922,718.8768289
2093,870,1,3,premium_heat_pump,FALSE,timer_OP,tou,TRUE,none,2093,7438.006176,,0.536156873,5263,148.1743562,0,200,,0,0,0,0,0.427884967,585.7523168
2094,870,1,3,premium_heat_pump,FALSE,CL3,CL,TRUE,none,2094,7591.872779,,0.547250243,5263,172.8052772,0,200,,0,0,0,0,0.479882673,657.8046333
2095,870,1,3,premium_heat_pump,TRUE,GS,flat,TRUE,none,2095,7343.156168,,0.529309893,5263,132.9907944,0,200,,0,0,0.345212866,22.77152331,0.527955234,722.4941473
2096,870,1,3,premium_heat_pump,TRUE,GS,tou,TRUE,none,2096,7354.058769,,0.530095775,5263,134.7360795,0,200,,0,0,0.345212866,22.77152331,0.527955234,722.4941473
2097,870,1,3,premium_heat_pump,TRUE,CL1,CL,TRUE,none,2097,7491.651092,,0.540023836,5263,156.7618187,0,200,,0,0,0,0,0.435234513,596.7332268
2098,870,1,3,premium_heat_pump,TRUE,CL2,CL,TRUE,none,2098,7331.876075,,0.528502193,5263,131.1850803,0,200,,0,0,0.305343846,20.47978067,0.524878922,718.8768289
2099,870,1,3,premium_heat_pump,TRUE,CL3,CL,TRUE,none,2099,7149.721816,,0.515378368,5263,102.0258796,0,200,,0,0,0.409590487,25.13786751,0.479882673,657.8046333
2100,870,1,3,premium_heat_pump,TRUE,timer_SS,flat,TRUE,none,2100,6711.744606,,0.483804695,5263,31.91461515,0,200,,0,0,0.808734982,43.82722396,0.433379564,593.563185
2101,870,1,4,resistive,FALSE,GS,flat,TRUE,none,2101,7479.000161,,0.404352424,1350,781.1285632,0,200,,0,0,0,0,2.029144504,2778.66
2102,870,1,4,resistive,FALSE,GS,tou,TRUE,none,2102,8068.179503,,0.436206427,1350,875.4442211,0,200,,0,0,0,0,2.029144504,2778.66
2103,870,1,4,resistive,FALSE,CL1,CL,TRUE,none,2103,6880.174415,,0.371966086,1350,685.268712,0,200,,0,0,0,0,1.901997639,2608.56
2104,870,1,4,resistive,FALSE,CL2,CL,TRUE,none,2104,7120.622153,,0.384968225,1350,723.759516,0,200,,0,0,0,0,2.014403722,2755.08
2105,870,1,4,resistive,FALSE,timer_OP,tou,TRUE,none,2105,7162.405056,,0.387237959,1350,730.448111,0,200,,0,0,0,0,1.951192136,2669.94
2106,870,1,4,resistive,FALSE,CL3,CL,TRUE,none,2106,7059.476352,,0.381659996,1350,713.971314,0,200,,0,0,0,0,1.983386168,2717.82
2107,870,1,4,resistive,TRUE,GS,flat,TRUE,none,2107,6805.903049,,0.367961404,1350,673.3793734,0,200,,0,0,0.137940404,34.99432988,2.029144504,2778.66
2108,870,1,4,resistive,TRUE,GS,tou,TRUE,none,2108,7284.985363,,0.393863007,1350,750.0707309,0,200,,0,0,0.137940404,34.99432988,2.029144504,2778.66
2109,870,1,4,resistive,TRUE,CL1,CL,TRUE,none,2109,6878.890591,,0.371896678,1350,685.0631978,0,200,,0,0,0.000299903,0.072989992,1.901997639,2608.56
2110,870,1,4,resistive,TRUE,CL2,CL,TRUE,none,2110,6662.081891,,0.360177774,1350,650.3565241,0,200,,0,0,0.101419035,26.06965794,2.014403722,2755.08
2111,870,1,4,resistive,TRUE,CL3,CL,TRUE,none,2111,5738.242109,,0.310229449,1350,502.4685205,0,200,,0,0,0.296234301,75.11690382,1.983386168,2717.82
2112,870,1,4,resistive,TRUE,timer_SS,flat,TRUE,none,2112,4758.191796,,0.257237559,1350,345.5823515,0,200,,0,0,0.531741675,127.4531036,1.917127841,2625.3
2113,870,1,4,resistive,TRUE,diverter,tou,TRUE,none,2113,5608.402232,,0.303205614,2450,305.5961107,0,200,,0,0,0.559989461,139.4312035,1.989922491,2727.152001
2114,870,1,4,resistive,TRUE,diverter,CL,TRUE,none,2114,5668.606519,,0.306460423,2450,315.2335956,0,200,,0,0,0.559989461,142.4855562,1.989922491,2727.152001
2115,870,1,4,solar_thermal,FALSE,GS,flat,TRUE,none,2115,9633.093162,,0.543995596,6740,263.125512,0,200,,0,0,0.266307878,0,0.684802378,936
2116,870,1,4,solar_thermal,FALSE,GS,tou,TRUE,none,2116,9925.437819,,0.560504749,6740,309.9239597,0,200,,0,0,0.266307878,0,0.684802378,936
2117,870,1,4,gas_instant,FALSE,GS,gas,TRUE,none,2117,6328.483861,,0.248872998,1322,601.4364804,0,200,,0,0,0,0,0.535623019,3789.189034
