 ,location,profile_HWD,household_size,heater_type,has_solar,control_type,tariff_type,new_system,old_heater,ID,net_present_cost,payback_period,LCOHW,capital_cost,annual_energy_cost,daily_supply_cost,oandm_cost,others_cost,rebates,disconnection_costs,solar_ratio_real,annual_fit_opp_cost,emissions_total,annual_energy_consumption
1,Sydney,1,2,resistive,FALSE,GS,flat,TRUE,none,1,6633.893726,,0.668900736,1450,629.8362,0,200,,0,0,0,0,1.130776529,1702.26
2,Sydney,1,2,resistive,FALSE,GS,tou,TRUE,none,2,6985.818203,,0.704385558,1450,686.172168,0,200,,0,0,0,0,1.130776529,1702.26
3,Sydney,1,2,resistive,FALSE,CL1,CL,TRUE,none,3,4454.052479,,0.449102714,1450,280.8878472,0,200,,0,0,0,0,1.105637115,1575.72
4,Sydney,1,2,resistive,FALSE,CL2,CL,TRUE,none,4,4571.912753,,0.460990072,1450,299.7548856,0,200,,0,0,0,0,1.138976186,1681.56
5,Sydney,1,2,resistive,FALSE,timer_OP,tou,TRUE,none,5,5318.595984,,0.536279911,1450,419.28372,0,200,,0,0,0,0,1.125043024,1620.72
6,Sydney,1,2,resistive,FALSE,CL3,CL,TRUE,none,6,4538.238389,,0.457593996,1450,294.3643032,0,200,,0,0,0,0,1.064018939,1651.32
7,Sydney,1,2,resistive,TRUE,GS,flat,TRUE,none,7,6210.958562,,0.626255849,1450,562.132862,0,200,,0,0,0.107493564,9.149099731,1.130776529,1702.26
8,Sydney,1,2,resistive,TRUE,GS,tou,TRUE,none,8,6567.749461,,0.662231357,1450,619.2478453,0,200,,0,0,0.107493564,9.149099731,1.130776529,1702.26
9,Sydney,1,2,resistive,TRUE,CL1,CL,TRUE,none,9,4451.302085,,0.448825391,1450,280.4475648,0,200,,0,0,0.001567467,0.123494436,1.105637115,1575.72
10,Sydney,1,2,resistive,TRUE,CL2,CL,TRUE,none,10,4405.149345,,0.444175168,1450,273.0594478,0,200,,0,0,0.089057557,7.487781288,1.138976186,1681.56
11,Sydney,1,2,resistive,TRUE,CL3,CL,TRUE,none,11,4102.454001,,0.413653527,1450,224.6040651,0,200,,0,0,0.236986066,19.5669915,1.064018939,1651.32
12,Sydney,1,2,resistive,TRUE,timer_SS,flat,TRUE,none,12,4769.510976,,0.4809003,1450,331.3863516,0,200,,0,0,0.431535354,33.99506059,0.921638903,1575.54
13,Sydney,1,2,resistive,TRUE,diverter,tou,TRUE,none,13,5013.610683,,0.505521302,2550,194.3740816,0,200,,0,0,0.535790188,44.41148428,1.084887197,1657.793863
14,Sydney,1,2,resistive,TRUE,diverter,CL,TRUE,none,14,4656.341347,,0.46949791,2550,137.1825102,0,200,,0,0,0.535790188,44.41148428,1.084887197,1657.793863
15,Sydney,1,2,heat_pump,FALSE,GS,flat,TRUE,none,15,8073.435261,,0.814032599,5263,249.8936593,0,200,,0,0,0,0,0.443234487,675.3882683
16,Sydney,1,2,heat_pump,FALSE,GS,tou,TRUE,none,16,8075.091635,,0.814199609,5263,250.1588111,0,200,,0,0,0,0,0.443234487,675.3882683
17,Sydney,1,2,heat_pump,FALSE,CL1,CL,TRUE,none,17,7167.150552,,0.722664595,5263,104.8158666,0,200,,0,0,0,0,0.413145006,587.9943149
18,Sydney,1,2,heat_pump,FALSE,CL2,CL,TRUE,none,18,7250.08623,,0.731023109,5263,118.0921859,0,200,,0,0,0,0,0.442016981,662.4715914
19,Sydney,1,2,heat_pump,FALSE,timer_OP,tou,TRUE,none,19,7448.31437,,0.751014356,5263,149.8244888,0,200,,0,0,0,0,0.408902335,583.2899363
20,Sydney,1,2,heat_pump,FALSE,CL3,CL,TRUE,none,20,7210.086616,,0.726993098,5263,111.6890593,0,200,,0,0,0,0,0.405195805,626.5514375
21,Sydney,1,2,heat_pump,TRUE,GS,flat,TRUE,none,21,7552.968114,,0.761554662,5263,166.5774297,0,200,,0,0,0.333406737,11.25894994,0.443234487,675.3882683
22,Sydney,1,2,heat_pump,TRUE,GS,tou,TRUE,none,22,7552.185303,,0.761475733,5263,166.4521176,0,200,,0,0,0.333406737,11.25894994,0.443234487,675.3882683
23,Sydney,1,2,heat_pump,TRUE,CL1,CL,TRUE,none,23,7167.150552,,0.722664595,5263,104.8158666,0,200,,0,0,0,0,0.413145006,587.9943149
24,Sydney,1,2,heat_pump,TRUE,CL2,CL,TRUE,none,24,7064.11768,,0.712271979,5263,88.32239433,0,200,,0,0,0.252089428,8.350104214,0.442016981,662.4715914
25,Sydney,1,2,heat_pump,TRUE,CL3,CL,TRUE,none,25,6939.878525,,0.699748014,5263,68.43422661,0,200,,0,0,0.387279049,12.13251224,0.405195805,626.5514375
26,Sydney,1,2,heat_pump,TRUE,timer_SS,flat,TRUE,none,26,6704.777333,,0.67604343,5263,30.7992961,0,200,,0,0,0.854038805,24.35282033,0.333181987,570.2977474
27,Sydney,1,2,solar_thermal,FALSE,GS,flat,TRUE,none,27,8474.124026,,0.867307325,6500,116.0172,0,200,,0,0,0.577982526,0,0.211742899,313.56
28,Sydney,1,2,solar_thermal,FALSE,GS,tou,TRUE,none,28,8421.34507,,0.861905519,6500,107.56836,0,200,,0,0,0.577982526,0,0.211742899,313.56
29,Sydney,1,2,gas_instant,FALSE,GS,gas,TRUE,none,29,6574.116754,,0.504145138,1323,255.5587427,385.0385,200,,0,0,,0,0.274675021,
30,Sydney,1,2,gas_storage,FALSE,GS,gas,TRUE,none,30,8094.341662,,0.816150026,1705,437.765455,385.0385,200,,0,0,0,0,0.527748046,2505.458333
31,Sydney,1,3,resistive,FALSE,GS,flat,TRUE,none,31,8248.705323,,0.554499222,1550,872.3268,0,200,,0,0,0,0,1.567376286,2357.64
32,Sydney,1,3,resistive,FALSE,GS,tou,TRUE,none,32,8718.252953,,0.586063424,1550,947.491848,0,200,,0,0,0,0,1.567376286,2357.64
33,Sydney,1,3,resistive,FALSE,CL1,CL,TRUE,none,33,5264.621649,,0.353893316,1550,394.6355532,0,200,,0,0,0,0,1.553871005,2213.82
34,Sydney,1,3,resistive,FALSE,CL2,CL,TRUE,none,34,5400.922646,,0.363061456,1550,416.4545772,0,200,,0,0,0,0,1.587248234,2336.22
35,Sydney,1,3,resistive,FALSE,timer_OP,tou,TRUE,none,35,6427.583949,,0.432079028,1550,580.80222,0,200,,0,0,0,0,1.571795109,2264.22
36,Sydney,1,3,resistive,FALSE,CL3,CL,TRUE,none,36,5364.442085,,0.360603894,1550,410.6147796,0,200,,0,0,0,0,1.481919087,2303.46
37,Sydney,1,3,resistive,TRUE,GS,flat,TRUE,none,37,7680.228859,,0.51628477,1550,781.3252529,0,200,,0,0,0.104320476,12.29750636,1.567376286,2357.64
38,Sydney,1,3,resistive,TRUE,GS,tou,TRUE,none,38,8163.037844,,0.548740434,1550,858.6131747,0,200,,0,0,0.104320476,12.29750636,1.567376286,2357.64
39,Sydney,1,3,resistive,TRUE,CL1,CL,TRUE,none,39,5260.956744,,0.353646958,1550,394.0488764,0,200,,0,0,0.001486629,0.164556496,1.553871005,2213.82
40,Sydney,1,3,resistive,TRUE,CL2,CL,TRUE,none,40,5194.083724,,0.349157305,1550,383.3438627,0,200,,0,0,0.079506185,9.287196928,1.587248234,2336.22
41,Sydney,1,3,resistive,TRUE,CL3,CL,TRUE,none,41,4750.125717,,0.31930885,1550,312.2751941,0,200,,0,0,0.239493536,27.58318903,1.481919087,2303.46
42,Sydney,1,3,resistive,TRUE,timer_SS,flat,TRUE,none,42,5630.182327,,0.378455672,1550,453.1544003,0,200,,0,0,0.447896777,49.67891888,1.291624768,2218.32
43,Sydney,1,3,resistive,TRUE,diverter,tou,TRUE,none,43,5624.89062,,0.378104757,2650,276.2196252,0,200,,0,0,0.525934716,60.6970159,1.501034469,2308.157801
44,Sydney,1,3,resistive,TRUE,diverter,CL,TRUE,none,44,5117.865606,,0.344022571,2650,195.0552085,0,200,,0,0,0.525934716,60.6970159,1.501034469,2308.157801
45,Sydney,1,3,heat_pump,FALSE,GS,flat,TRUE,none,45,8426.512893,,0.566415346,5263,306.4142238,0,200,,0,0,0,0,0.541599847,828.1465508
46,Sydney,1,3,heat_pump,FALSE,GS,tou,TRUE,none,46,8555.96957,,0.575117196,5263,327.1376111,0,200,,0,0,0,0,0.541599847,828.1465508
47,Sydney,1,3,heat_pump,FALSE,CL1,CL,TRUE,none,47,7273.56523,,0.488926798,5263,121.8506974,0,200,,0,0,0,0,0.480441722,683.5560269
48,Sydney,1,3,heat_pump,FALSE,CL2,CL,TRUE,none,48,7426.043898,,0.499171826,5263,146.2594381,0,200,,0,0,0,0,0.543768066,820.4837769
49,Sydney,1,3,heat_pump,FALSE,timer_OP,tou,TRUE,none,49,7598.614433,,0.51077631,5263,173.8844792,0,200,,0,0,0,0,0.476224058,679.173128
50,Sydney,1,3,heat_pump,FALSE,CL3,CL,TRUE,none,50,7377.398727,,0.495909114,5263,138.4723333,0,200,,0,0,0,0,0.501393616,776.7998054
51,Sydney,1,3,heat_pump,TRUE,GS,flat,TRUE,none,51,7777.02288,,0.522757772,5263,202.4440515,0,200,,0,0,0.339312487,14.05002328,0.541599847,828.1465508
52,Sydney,1,3,heat_pump,TRUE,GS,tou,TRUE,none,52,7928.349522,,0.532929682,5263,226.6683763,0,200,,0,0,0.339312487,14.05002328,0.541599847,828.1465508
53,Sydney,1,3,heat_pump,TRUE,CL1,CL,TRUE,none,53,7273.56523,,0.488926798,5263,121.8506974,0,200,,0,0,0,0,0.480441722,683.5560269
54,Sydney,1,3,heat_pump,TRUE,CL2,CL,TRUE,none,54,7149.135542,,0.480558301,5263,101.932029,0,200,,0,0,0.303073837,12.43335833,0.543768066,820.4837769
55,Sydney,1,3,heat_pump,TRUE,CL3,CL,TRUE,none,55,7023.224815,,0.472101526,5263,81.77627644,0,200,,0,0,0.409439601,15.90263011,0.501393616,776.7998054
56,Sydney,1,3,heat_pump,TRUE,timer_SS,flat,TRUE,none,56,6716.451644,,0.451476473,5263,32.66811646,0,200,,0,0,0.866572636,28.67163386,0.385510312,661.7248838
57,Sydney,1,3,solar_thermal,FALSE,GS,flat,TRUE,none,57,9070.313265,,0.623846401,6500,211.455,0,200,,0,0,0.43039041,0,0.382815315,571.5
58,Sydney,1,3,solar_thermal,FALSE,GS,tou,TRUE,none,58,8955.895891,,0.615976897,6500,193.1391,0,200,,0,0,0.43039041,0,0.382815315,571.5
59,Sydney,1,3,gas_instant,FALSE,GS,gas,TRUE,none,59,7302.265996,,0.37332284,1323,372.1206617,385.0385,200,,0,0,,0,0.412012531,
60,Sydney,1,3,gas_storage,FALSE,GS,gas,TRUE,none,60,8692.660059,,0.584317632,1705,533.54409,385.0385,200,,0,0,0,0,0.672430931,3192.333333
61,Sydney,1,4,resistive,FALSE,GS,flat,TRUE,none,61,9931.391784,,0.500709882,1690,1119.2796,0,200,,0,0,0,0,2.004856066,3025.08
62,Sydney,1,4,resistive,FALSE,GS,tou,TRUE,none,62,10549.36412,,0.531866125,1690,1218.204432,0,200,,0,0,0,0,2.004856066,3025.08
63,Sydney,1,4,resistive,FALSE,CL1,CL,TRUE,none,63,6105.369129,,0.307807422,1690,506.811006,0,200,,0,0,0,0,1.996458128,2843.1
64,Sydney,1,4,resistive,FALSE,CL2,CL,TRUE,none,64,6277.549359,,0.316488394,1690,534.3735672,0,200,,0,0,0,0,2.032297105,2997.72
65,Sydney,1,4,resistive,FALSE,timer_OP,tou,TRUE,none,65,7572.338398,,0.381777879,1690,741.64302,0,200,,0,0,0,0,2.016379728,2905.02
66,Sydney,1,4,resistive,FALSE,CL3,CL,TRUE,none,66,6231.247108,,0.314154149,1690,526.9615164,0,200,,0,0,0,0,1.895384145,2956.14
67,Sydney,1,4,resistive,TRUE,GS,flat,TRUE,none,67,9166.518389,,0.462147345,1690,996.8388893,0,200,,0,0,0.109392426,16.54604199,2.004856066,3025.08
68,Sydney,1,4,resistive,TRUE,GS,tou,TRUE,none,68,9800.887707,,0.494130273,1690,1098.388545,0,200,,0,0,0.109392426,16.54604199,2.004856066,3025.08
69,Sydney,1,4,resistive,TRUE,CL1,CL,TRUE,none,69,6101.156631,,0.307595045,1690,506.1366706,0,200,,0,0,0.001330546,0.189143765,1.996458128,2843.1
70,Sydney,1,4,resistive,TRUE,CL2,CL,TRUE,none,70,5999.578627,,0.302474245,1690,489.8760933,0,200,,0,0,0.08327035,12.48105966,2.032297105,2997.72
71,Sydney,1,4,resistive,TRUE,CL3,CL,TRUE,none,71,5418.437466,,0.273175591,1690,396.8471853,0,200,,0,0,0.246914295,36.49566115,1.895384145,2956.14
72,Sydney,1,4,resistive,TRUE,timer_SS,flat,TRUE,none,72,6500.809891,,0.327732702,1690,570.1130482,0,200,,0,0,0.460159174,65.67069619,1.655735001,2854.26
73,Sydney,1,4,resistive,TRUE,diverter,tou,TRUE,none,73,6286.312396,,0.316924778,2790,359.6886715,0,200,,0,0,0.51799176,76.61941301,1.917788873,2958.325554
74,Sydney,1,4,resistive,TRUE,diverter,CL,TRUE,none,74,5627.258915,,0.283698561,2790,254.1875819,0,200,,0,0,0.51799176,76.61941301,1.917788873,2958.325554
75,Sydney,1,4,heat_pump,FALSE,GS,flat,TRUE,none,75,9100.752679,,0.458805443,5467,381.690072,0,200,,0,0,0,0,0.671906623,1031.594789
76,Sydney,1,4,heat_pump,FALSE,GS,tou,TRUE,none,76,9275.862414,,0.467633427,5467,409.7215875,0,200,,0,0,0,0,0.671906623,1031.594789
77,Sydney,1,4,heat_pump,FALSE,CL1,CL,TRUE,none,77,7680.684235,,0.387222955,5467,154.3659285,0,200,,0,0,0,0,0.609038438,865.9594327
78,Sydney,1,4,heat_pump,FALSE,CL2,CL,TRUE,none,78,7859.367784,,0.396225981,5467,182.9695391,0,200,,0,0,0,0,0.678012035,1026.419495
79,Sydney,1,4,heat_pump,FALSE,timer_OP,tou,TRUE,none,79,8087.008135,,0.407705937,5467,219.4101402,0,200,,0,0,0,0,0.603879627,860.6443558
80,Sydney,1,4,heat_pump,FALSE,CL3,CL,TRUE,none,80,7803.281707,,0.393402737,5467,173.9912962,0,200,,0,0,0,0,0.629865959,976.0534958
81,Sydney,1,4,heat_pump,TRUE,GS,flat,TRUE,none,81,8264.759709,,0.416659684,5467,247.8645605,0,200,,0,0,0.350613027,18.08452858,0.671906623,1031.594789
82,Sydney,1,4,heat_pump,TRUE,GS,tou,TRUE,none,82,8464.622787,,0.426735584,5467,279.8585839,0,200,,0,0,0.350613027,18.08452858,0.671906623,1031.594789
83,Sydney,1,4,heat_pump,TRUE,CL1,CL,TRUE,none,83,7680.375236,,0.387207377,5467,154.3164641,0,200,,0,0,0.000320436,0.01387421,0.609038438,865.9594327
84,Sydney,1,4,heat_pump,TRUE,CL2,CL,TRUE,none,84,7503.338429,,0.378276945,5467,125.9764636,0,200,,0,0,0.31148942,15.98594063,0.678012035,1026.419495
85,Sydney,1,4,heat_pump,TRUE,CL3,CL,TRUE,none,85,7360.163983,,0.371062941,5467,103.0571399,0,200,,0,0,0.407687958,19.89626284,0.629865959,976.0534958
86,Sydney,1,4,heat_pump,TRUE,timer_SS,flat,TRUE,none,86,6950.966354,,0.350429552,5467,37.55290243,0,200,,0,0,0.877995117,36.51965584,0.48289191,831.8874477
87,Sydney,1,4,solar_thermal,FALSE,GS,flat,TRUE,none,87,10183.58697,,0.531238055,6740,351.2484,0,200,,0,0,0.313989246,0,0.627692739,949.32
88,Sydney,1,4,solar_thermal,FALSE,GS,tou,TRUE,none,88,10000.34713,,0.521679146,6740,321.91542,0,200,,0,0,0.313989246,0,0.627692739,949.32
89,Sydney,1,4,gas_instant,FALSE,GS,gas,TRUE,none,89,7871.952799,,0.309571224,1322,463.4760391,385.0385,200,,0,0,,0,0.535623019,
90,Sydney,1,4,gas_storage,FALSE,GS,gas,TRUE,none,90,9555.696626,,0.481747755,1885,642.884385,385.0385,200,,0,0,0,0,0.840079352,3988.236111
91,Sydney,1,5,resistive,FALSE,GS,flat,TRUE,none,91,12013.58733,,0.484536969,2180,1374.1578,0,200,,0,0,0,0,2.455357111,3713.94
92,Sydney,1,5,resistive,FALSE,GS,tou,TRUE,none,92,12938.31495,,0.521833465,2180,1522.187928,0,200,,0,0,0,0,2.455357111,3713.94
93,Sydney,1,5,resistive,FALSE,CL1,CL,TRUE,none,93,7320.570611,,0.295254003,2180,622.9010484,0,200,,0,0,0,0,2.456224132,3494.34
94,Sydney,1,5,resistive,FALSE,CL2,CL,TRUE,none,94,7531.235829,,0.303749077,2180,656.6242752,0,200,,0,0,0,0,2.490648975,3683.52
95,Sydney,1,5,resistive,FALSE,timer_OP,tou,TRUE,none,95,9083.180208,,0.366350053,2180,905.05908,0,200,,0,0,0,0,2.474917037,3556.08
96,Sydney,1,5,resistive,FALSE,CL3,CL,TRUE,none,96,7475.913659,,0.301520842,2180,647.7683184,0,200,,0,0,0,0,2.322343216,3633.84
97,Sydney,1,5,resistive,TRUE,GS,flat,TRUE,none,97,11071.16962,,0.446526989,2180,1223.295848,0,200,,0,0,0.109785028,20.38675032,2.455357111,3713.94
98,Sydney,1,5,resistive,TRUE,GS,tou,TRUE,none,98,12020.98719,,0.484835423,2180,1375.342367,0,200,,0,0,0.109785028,20.38675032,2.455357111,3713.94
99,Sydney,1,5,resistive,TRUE,CL1,CL,TRUE,none,99,7316.465994,,0.295088455,2180,622.2439826,0,200,,0,0,0.001054848,0.184299852,2.456224132,3494.34
100,Sydney,1,5,resistive,TRUE,CL2,CL,TRUE,none,100,7170.749571,,0.28920998,2180,598.9177399,0,200,,0,0,0.087883646,16.18605838,2.490648975,3683.52
101,Sydney,1,5,resistive,TRUE,CL3,CL,TRUE,none,101,6451.00137,,0.260183765,2180,483.7006572,0,200,,0,0,0.253281392,46.01920263,2.322343216,3633.84
102,Sydney,1,5,resistive,TRUE,timer_SS,flat,TRUE,none,102,7727.59624,,0.311664833,2180,688.0575927,0,200,,0,0,0.471279678,82.87924423,2.034656381,3517.2
103,Sydney,1,5,resistive,TRUE,diverter,tou,TRUE,none,103,7369.958193,,0.297245842,3280,454.7193181,0,200,,0,0,0.503212869,91.36038915,2.35244479,3631.083178
104,Sydney,1,5,resistive,TRUE,diverter,CL,TRUE,none,104,6538.119537,,0.263696048,3280,321.558828,0,200,,0,0,0.503212869,91.36038915,2.35244479,3631.083178
105,Sydney,1,5,heat_pump,FALSE,GS,flat,TRUE,none,105,9936.372381,,0.400748099,5750,470.1532732,0,200,,0,0,0,0,0.826707395,1270.684522
106,Sydney,1,5,heat_pump,FALSE,GS,tou,TRUE,none,106,10108.3945,,0.407685997,5750,497.690524,0,200,,0,0,0,0,0.826707395,1270.684522
107,Sydney,1,5,heat_pump,FALSE,CL1,CL,TRUE,none,107,8209.824075,,0.331117009,5750,193.7679225,0,200,,0,0,0,0,0.765117259,1086.996087
108,Sydney,1,5,heat_pump,FALSE,CL2,CL,TRUE,none,108,8410.376848,,0.339204973,5750,225.8723521,0,200,,0,0,0,0,0.834526398,1267.094985
109,Sydney,1,5,heat_pump,FALSE,timer_OP,tou,TRUE,none,109,8714.134654,,0.35145645,5750,274.4978133,0,200,,0,0,0,0,0.758368592,1080.126091
110,Sydney,1,5,heat_pump,FALSE,CL3,CL,TRUE,none,110,8343.905286,,0.336526755,5750,215.2316037,0,200,,0,0,0,0,0.782152697,1207.402691
111,Sydney,1,5,heat_pump,TRUE,GS,flat,TRUE,none,111,8863.993265,,0.357497517,5750,298.4871363,0,200,,0,0,0.365128027,23.19812662,0.826707395,1270.684522
112,Sydney,1,5,heat_pump,TRUE,GS,tou,TRUE,none,112,9058.217433,,0.365330855,5750,329.5784846,0,200,,0,0,0.365128027,23.19812662,0.826707395,1270.684522
113,Sydney,1,5,heat_pump,TRUE,CL1,CL,TRUE,none,113,8209.824075,,0.331117009,5750,193.7679225,0,200,,0,0,0,0,0.765117259,1086.996087
114,Sydney,1,5,heat_pump,TRUE,CL2,CL,TRUE,none,114,7956.070242,,0.320882006,5750,153.1470828,0,200,,0,0,0.321975083,20.39865064,0.834526398,1267.094985
115,Sydney,1,5,heat_pump,TRUE,CL3,CL,TRUE,none,115,7815.810714,,0.315227621,5750,130.6943783,0,200,,0,0,0.392773292,23.71177647,0.782152697,1207.402691
116,Sydney,1,5,heat_pump,TRUE,timer_SS,flat,TRUE,none,116,7267.260143,,0.293100599,5750,42.8825624,0,200,,0,0,0.887886937,45.89342385,0.598222505,1033.767294
117,Sydney,1,5,solar_thermal,FALSE,GS,flat,TRUE,none,117,10631.46183,,0.440825954,7160,355.7106,0,200,,0,0,0.311206159,0,0.633327245,961.38
118,Sydney,1,5,solar_thermal,FALSE,GS,tou,TRUE,none,118,10462.00987,,0.43379975,7160,328.58478,0,200,,0,0,0.311206159,0,0.633327245,961.38
119,Sydney,1,5,gas_instant,FALSE,GS,gas,TRUE,none,119,8446.831384,,0.26574305,1322,555.5024359,385.0385,200,,0,0,,0,0.669528774,
120,Sydney,1,5,gas_storage,FALSE,GS,gas,TRUE,none,120,10106.52656,,0.407613564,1885,731.06108,385.0385,200,,0,0,0,0,0.976953954,4638.041667
121,Sydney,2,2,resistive,FALSE,GS,flat,TRUE,none,121,6663.848803,,0.671912815,1450,634.6314,0,200,,0,0,0,0,1.097602867,1715.22
122,Sydney,2,2,resistive,FALSE,GS,tou,TRUE,none,122,7072.533878,,0.713120343,1450,700.053588,0,200,,0,0,0,0,1.097602867,1715.22
123,Sydney,2,2,resistive,FALSE,CL1,CL,TRUE,none,123,4444.030347,,0.448108294,1450,279.2835072,0,200,,0,0,0,0,1.100100003,1566.72
124,Sydney,2,2,resistive,FALSE,CL2,CL,TRUE,none,124,4587.747722,,0.462580621,1450,302.2897428,0,200,,0,0,0,0,1.104996068,1695.78
125,Sydney,2,2,resistive,FALSE,timer_OP,tou,TRUE,none,125,5279.365403,,0.532336537,1450,413.0037,0,200,,0,0,0,0,1.114683845,1595.7
126,Sydney,2,2,resistive,FALSE,CL3,CL,TRUE,none,126,4548.260521,,0.458599308,1450,295.9686432,0,200,,0,0,0,0,1.056226946,1660.32
127,Sydney,2,2,resistive,TRUE,GS,flat,TRUE,none,127,5858.941198,,0.590754351,1450,505.7820247,0,200,,0,0,0.203030256,17.41207774,1.097602867,1715.22
128,Sydney,2,2,resistive,TRUE,GS,tou,TRUE,none,128,6247.512176,,0.629933784,1450,567.9843539,0,200,,0,0,0.203030256,17.41207774,1.097602867,1715.22
129,Sydney,2,2,resistive,TRUE,CL1,CL,TRUE,none,129,4443.540557,,0.448058906,1450,279.2051017,0,200,,0,0,0.000280738,0.021991883,1.100100003,1566.72
130,Sydney,2,2,resistive,TRUE,CL2,CL,TRUE,none,130,4253.960234,,0.428924973,1450,248.8571388,0,200,,0,0,0.176759567,14.98726692,1.104996068,1695.78
131,Sydney,2,2,resistive,TRUE,CL3,CL,TRUE,none,131,4084.815741,,0.411870354,1450,221.7805376,0,200,,0,0,0.250662046,20.8089604,1.056226946,1660.32
132,Sydney,2,2,resistive,TRUE,timer_SS,flat,TRUE,none,132,4779.281205,,0.481892823,1450,332.950367,0,200,,0,0,0.435558907,34.71970716,0.931893614,1594.26
133,Sydney,2,2,resistive,TRUE,diverter,tou,TRUE,none,133,4880.666195,,0.492114641,2550,173.0923667,0,200,,0,0,0.592170918,49.69057862,1.075255935,1678.251231
134,Sydney,2,2,resistive,TRUE,diverter,CL,TRUE,none,134,4561.549217,,0.459938267,2550,122.0082136,0,200,,0,0,0.592170918,49.69057862,1.075255935,1678.251231
135,Sydney,2,2,heat_pump,FALSE,GS,flat,TRUE,none,135,8031.735625,,0.809828776,5263,243.2183936,0,200,,0,0,0,0,0.423374886,657.3470096
136,Sydney,2,2,heat_pump,FALSE,GS,tou,TRUE,none,136,8097.221992,,0.816431676,5263,253.7014322,0,200,,0,0,0,0,0.423374886,657.3470096
137,Sydney,2,2,heat_pump,FALSE,CL1,CL,TRUE,none,137,7171.30544,,0.72307933,5263,105.4809799,0,200,,0,0,0,0,0.415745139,591.7254566
138,Sydney,2,2,heat_pump,FALSE,CL2,CL,TRUE,none,138,7229.280814,,0.728921178,5263,114.7616608,0,200,,0,0,0,0,0.427030013,643.7880671
139,Sydney,2,2,heat_pump,FALSE,timer_OP,tou,TRUE,none,139,7455.10734,,0.751694875,5263,150.9119054,0,200,,0,0,0,0,0.411965353,587.649928
140,Sydney,2,2,heat_pump,FALSE,CL3,CL,TRUE,none,140,7215.316944,,0.72751546,5263,112.5263286,0,200,,0,0,0,0,0.424122649,631.2483372
141,Sydney,2,2,heat_pump,TRUE,GS,flat,TRUE,none,141,7423.278489,,0.748478886,5263,145.8167523,0,200,,0,0,0.400469882,13.16238395,0.423374886,657.3470096
142,Sydney,2,2,heat_pump,TRUE,GS,tou,TRUE,none,142,7460.456376,,0.752227481,5263,151.7681775,0,200,,0,0,0.400469882,13.16238395,0.423374886,657.3470096
143,Sydney,2,2,heat_pump,TRUE,CL1,CL,TRUE,none,143,7171.30544,,0.72307933,5263,105.4809799,0,200,,0,0,0,0,0.415745139,591.7254566
144,Sydney,2,2,heat_pump,TRUE,CL2,CL,TRUE,none,144,7040.471978,,0.709883771,5263,84.53719728,0,200,,0,0,0.263367255,8.477634794,0.427030013,643.7880671
145,Sydney,2,2,heat_pump,TRUE,CL3,CL,TRUE,none,145,7066.520032,,0.71251237,5263,88.70696228,0,200,,0,0,0.211678161,6.681074361,0.424122649,631.2483372
146,Sydney,2,2,heat_pump,TRUE,timer_SS,flat,TRUE,none,146,6711.052933,,0.676667511,5263,31.80389241,0,200,,0,0,0.852363273,24.81297711,0.340156692,582.2160081
147,Sydney,2,2,solar_thermal,FALSE,GS,flat,TRUE,none,147,8419.206385,,0.860609525,6500,107.226,0,200,,0,0,0.597353258,0,0.196477531,289.8
148,Sydney,2,2,solar_thermal,FALSE,GS,tou,TRUE,none,148,8354.144498,,0.853958913,6500,96.810912,0,200,,0,0,0.597353258,0,0.196477531,289.8
149,Sydney,2,2,gas_instant,FALSE,GS,gas,TRUE,none,149,6574.222561,,0.504153252,1323,255.5756803,385.0385,200,,0,0,,0,0.274675021,
150,Sydney,2,2,gas_storage,FALSE,GS,gas,TRUE,none,150,8109.293369,,0.817656796,1705,440.15892,385.0385,200,,0,0,0,0,0.531422532,2522.902778
151,Sydney,2,3,resistive,FALSE,GS,flat,TRUE,none,151,8278.244358,,0.556461703,1550,877.0554,0,200,,0,0,0,0,1.518337173,2370.42
152,Sydney,2,3,resistive,FALSE,GS,tou,TRUE,none,152,8831.9734,,0.593683243,1550,965.696184,0,200,,0,0,0,0,1.518337173,2370.42
153,Sydney,2,3,resistive,FALSE,CL1,CL,TRUE,none,153,5253.597303,,0.353145138,1550,392.8707792,0,200,,0,0,0,0,1.5489905,2203.92
154,Sydney,2,3,resistive,FALSE,CL2,CL,TRUE,none,154,5415.554959,,0.364032287,1550,418.7969136,0,200,,0,0,0,0,1.531342434,2349.36
155,Sydney,2,3,resistive,FALSE,timer_OP,tou,TRUE,none,155,6363.798975,,0.42777258,1550,570.59154,0,200,,0,0,0,0,1.557984238,2223.54
156,Sydney,2,3,resistive,FALSE,CL3,CL,TRUE,none,156,5373.462004,,0.361202739,1550,412.0586856,0,200,,0,0,0,0,1.471243754,2311.56
157,Sydney,2,3,resistive,TRUE,GS,flat,TRUE,none,157,7181.451607,,0.482735544,1550,701.4811355,0,200,,0,0,0.20018606,23.72625196,1.518337173,2370.42
158,Sydney,2,3,resistive,TRUE,GS,tou,TRUE,none,158,7701.729023,,0.517708473,1550,784.766993,0,200,,0,0,0.20018606,23.72625196,1.518337173,2370.42
159,Sydney,2,3,resistive,TRUE,CL1,CL,TRUE,none,159,5253.417023,,0.353133019,1550,392.8419199,0,200,,0,0,7.35E-05,0.008094715,1.5489905,2203.92
